hours,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224
102,0,0,0,0.20736109551903828,0,0,0.005234285354024332,0.11487825441741169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.764814607123761E-4,0.0035251386240787302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17625693119312866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0.20736109551903828,0,0,0.005234285354024332,0.11525634775728805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.764814607123761E-4,0.0035251386240787302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17625693119312866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2.0E-4,2.0E-4,0.2,0,0,0.004414481510932915,0.11564285331772543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0E-4,0,0,0,5.555555555555556E-5,0,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666666666667E-4,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,35.1332,4.0E-4,0.2,0,0,0.0036118485089452076,0.11600382583184422,2.380952380952381E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0E-4,1.0E-4,0,0,5.555555555555556E-5,0,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666666666667E-4,0.0030666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5396825396825397E-5,0
106,0,70.2203,7.0E-4,0.2,0,0,0.003210532007951338,0.1163605516105028,2.380952380952381E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0E-4,1.0E-4,2.0E-4,0,5.555555555555556E-5,0,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666666666667E-4,0.005666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5026455026455024E-5,0
107,0,70.2203,7.0E-4,0.2,0,0,0.003221098679400014,0.11674352356468794,2.380952380952381E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0E-4,1.0E-4,2.0E-4,0,5.555555555555556E-5,0,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666666666667E-4,0.005666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5026455026455024E-5,0
108,0,105.3016,0.0016,0.2,0,0,0.0028092155069574577,0.11712921072880281,2.380952380952381E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,1.0E-4,9.0E-4,0,5.555555555555556E-5,0,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0E-4,0.003933333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5026455026455024E-5,0
109,0,137.7802,0.0019,0.2,0,0,0.0028092155069574577,0.22686910175597613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01757766274352529,0,0,0,0,0,0,0,0,0,0,0.0014,5.0E-4,9.0E-4,0,5.555555555555556E-5,0,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0E-4,0.0033333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17596911462893E-4,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0793650793650794E-5,0
110,0,137.7578,0.0019,0.2,0,0,0.0026085572564605135,0.22198535597675645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053134304731507626,0,0,0,0,0,0,0,0,0,0,0.0023,0.0013,0.0022,0,5.555555555555556E-5,0,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013733333333333334,0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17596911462893E-4,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.656084656084656E-5,0
111,0,138.21119507492057,0.0019062533797211882,0.2006582504956589,0,0,0.002617142677012615,0.2227159658295989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05330918314389534,0,0,0,0,0,0,0,0,0,0,0.002307569880715092,0.0013042786282303125,0.0022072407554666173,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01377853320078638,0.0028092155069574577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19958704080884E-4,0,0,0,0,0,0,0,0,0,0,0,0.1705595129214785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
112,0,0,0,0.20131866745988866,0,0,0.002617142677012615,0.2227159658295989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05330918314389534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01382388183241546,0.0028184613444750864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.223282699546976E-4,0,0,0,0,0,0,0,0,0,0,0,0.17112086734124382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
113,0,0,0,0.20198125802308417,0,0,0.002617142677012615,0.22344898030392424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053484637125291765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013869379717841033,0.0028277376123784187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.247056346680814E-4,0,0,0,0,0,0,0,0,0,0,0,0.17168406932013178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
114,0,0,0,0.20264602933910847,0,0,0.002617142677012615,0.2241844073139489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05366066857003983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01391502734829503,0.0028370444108215364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.270908238889856E-4,0,0,0,0,0,0,0,0,0,0,0,0.17224912493892588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
115,0,0,0,0.20331298858536964,0,0,0.002617142677012615,0.2249222547999369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05383727937871722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013960825216626145,0.002846381840288155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.294838633698398E-4,0,0,0,0,0,0,0,0,0,0,0,0.172816040298423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
116,0,0,0,0.20398214296289846,0,0,0.002617142677012615,0.22566253072828568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054014471458156896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014006773817305165,0.0028557500015927062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.318847789478317E-4,0,0,0,0,0,0,0,0,0,0,0,0.17338482151949938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
117,0,0,0,0.2046534996964261,0,0,0.002617142677012615,0.22640524309161214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541922467214677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014052873646430304,0.002865148995881428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.342935965451854E-4,0,0,0,0,0,0,0,0,0,0,0,0.17395547474317646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
118,0,0,0,0.20532706603446216,0,0,0.002617142677012615,0.22715039990883884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054370607088054995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014099125201732563,0.0028745789246334566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.367103421694421E-4,0,0,0,0,0,0,0,0,0,0,0,0.17452800613068745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
119,0,0,0,0.2060028492493729,0,0,0.002617142677012615,0.22789800922528075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05454955448364139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141455289825811,0.002884039889661921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3913504191374E-4,0,0,0,0,0,0,0,0,0,0,0,0.17510242186354366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
120,0,0,0,0.2066808566374598,0,0,0.002617142677012615,0.22864807911273194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05472909084028754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014192085489988621,0.0028935319931150433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.415677219570963E-4,0,0,0,0,0,0,0,0,0,0,0,0.17567872814360136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
121,0,0,0,0.20736109551903828,0,0,0.002617142677012615,0.2294006176695527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05490921809641298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014238795226616788,0.0029030553374772405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.17625693119312866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
122,0,0,0,0.20736109551903828,0,0,0.002617142677012615,0.23015563302075717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05508993819681709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014238795226616788,0.0029030553374772405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.17625693119312866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
123,0,0,0,0.20736109551903828,0,0,0.002617142677012615,0.230913133318101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05527125309270006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014238795226616788,0.0029030553374772405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.17625693119312866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
124,0,0,0,0.20736109551903828,0,0,0.002617142677012615,0.23167312674016927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055453164741684005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014238795226616788,0.0029030553374772405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.17625693119312866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
125,0,0,0,0.20736109551903828,0,0,0.002617142677012615,0.2324356214924648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05563567510783402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014238795226616788,0.0029030553374772405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.17625693119312866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
126,0,0,0,0.20736109551903828,0,0,0.002617142677012615,0.23320062580749681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05581878616167949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573840291582761E-5,0,0,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014238795226616788,0.0029030553374772405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4400840856469E-4,0,0,0,0,0,0,0,0,0,0,0,0.17625693119312866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671409006278886E-5,0
