hours,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224
275,0,24.7726,0.0479,16.84,12.6704,0.3418335817638143,1.8583726191205254,0.3112322688219389,0,24.55047619047619,0,0,0.010882711966824584,0,0,0,9.014084507042254E-5,0,0,0.10060952380952382,0,0,0.07212576792923978,0.0013333333333333333,0,0.06693333333333333,0.013186372718785198,0,0,0,0,0.575,0,9.0E-4,9.0E-4,0.0014,2.777777777777778E-4,5.555555555555556E-5,1.1111111111111112E-4,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028666666666666667,8.0E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002870387645851572,0,1.0E-4,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1428571428571428E-4,0
276,0,52.6464,0.1089,16.84,25.64,0.06326507251272466,2.4068957145212306,0.31547723713258974,0,41.89523809523809,0,0.06380952380952382,0.010892876455546437,0,0,0,9.014080925671534E-5,0,0,0.10083809523809524,0,0,0.06886591157040788,0.0013333333333333333,0,0.06693333333333333,0.01976483767393969,0,0,0,0,0.575,0,0.0012,0.0011,0.0018,2.777758732423592E-4,5.555555555555556E-5,1.1111111111111112E-4,0,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024666666666666665,0.0034666666666666665,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003587984557314465,0,1.0E-4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0158730158730159E-4,0
277,0,92.4988,0.1467,16.36,35.6464,0.10678317418190905,4.474478327175373,0.2574371035983955,0,27.48404761904762,0,0.06380952380952382,0.14325852466842762,0,0,0,8.69215291750503E-5,0,0,0.0984,0,0,0.10955940477095719,0.0016,0,0.08533333333333333,0.026286230815081676,0,0,0,0,0.575,0,0.0013,0.0013,0.0023,2.2222222222222223E-4,5.555555555555556E-5,1.1111111111111112E-4,0,0,0,1.3333333333333334E-4,0,1.111073020402739E-4,0,0,0,0,9.14275543192863E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0.0027333333333333333,0.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003587984557314465,0,1.0E-4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3544973544973545E-4,0
278,0,125.4173,0.2175,16.12,35.6464,0.07063170417477321,3.789230401913949,0.3627009354495585,0,27.48404761904762,0,0.06380952380952382,0.14371717209813067,0,0,0,8.69215291750503E-5,0,0,0.0984,0,4.155797923603923E-6,0.15431957184809597,0.0016,0,0.08533333333333333,0.026386559940329995,0,0,0,0,0.575,0,0.0013,0.002,0.003,2.2222222222222223E-4,5.555555555555556E-5,1.1111111111111112E-4,5.714089819214086E-5,0,0,1.3333333333333334E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021466666666666665,0.012466666666666666,0.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003587984557314465,0,1.0E-4,0,0.013377216699792782,0,0,0,0,0,0.1,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1005291005291005E-4,0
279,0,125.83007948087287,0.21821584741390335,16.173054981475953,35.76372126061923,0.07086417094648632,3.8017017154159802,0.36389467580028795,0,27.574504534125833,0,0.06401953706318766,0.14419018159723923,0,0,0,8.720760987393863E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.15482747652162315,0.0016052660039757535,0,0.0856141868784709,0.026473404771278547,0,0,0,0,0.5768924701678991,0,0.0013042786282303125,0.0020065825049696653,0.0030098737574543984,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02153731888666061,0.012507697614306604,0.012842128031801294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035997935204040796,0,1.0032912524848954E-4,0,0.013421244497491092,0,0,0,0,0,0.10032912524815966,0,0.19062533797093867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
280,0,0,0,16.226284580234953,35.88142865485236,0.0710974028250384,3.8017017154159802,0.36389467580028795,0,0,0,0,0.14466474789003259,0,0,0,8.749463213663808E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.15482747652162315,0.0016105493397001768,0,0.0856141868784709,0.026560535430492607,0,0,0,0,0.5787911689328691,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021608203640949068,0.012548863605154883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003611641349772804,0,1.0065933373127101E-4,0,0.013465417201787948,0,0,0,0,0,0.10065933373060801,0,0.19125273408702026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
281,0,0,0,16.27968937098619,35.999523453560776,0.07133140232858924,3.8017017154159802,0.3650923450518844,0,0,0,0,0.14514087610031184,0,0,0,8.778259906207285E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.15533705283766397,0.0016158500642164313,0,0.0856141868784709,0.02664795285870516,0,0,0,0,0.5806961167947948,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021679321694861125,0.012590165083672803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036235281733393754,0,1.0099062901354198E-4,0,0.013509735289607543,0,0,0,0,0,0.10099062901254255,0,0.19188219512212004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
282,0,0,0,16.333269930330367,36.11800693178859,0.07156617198358652,3.8017017154159802,0.3662939561353525,0,0,0,0,0.14561857136874176,0,0,0,8.807151375936652E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.15584830629801597,0.0016211682347554211,0,0.0856141868784709,0.02673565799974539,0,0,0,0,0.5826073343210317,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021750673816244733,0.012631602495784492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036354541194435464,0,1.0132301467223396E-4,0,0.013554199239443761,0,0,0,0,0,0.10132301467089479,0,0.19251372787240778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
283,0,0,0,16.387026836765926,36.23688036877639,0.07180171432479306,3.8017017154159802,0.3674995220242559,0,0,0,0,0.14609783885290634,0,0,0,8.836137934787557E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.1563612424225845,0.0016265039087364117,0,0.0856141868784709,0.02682365180054885,0,0,0,0,0.5845248421466277,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02182226077547505,0.012673176288881725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036474193168474635,0,1.0165649429605105E-4,0,0.013598809531365327,0,0,0,0,0,0.1016564942943688,0,0.19314733915642116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
284,0,0,0,16.44096067069529,36.35614504797505,0.07203803189531427,3.8017017154159802,0.3687090557348577,0,0,0,0,0.14657868372736446,0,0,0,8.865219895722307E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.15687586674944234,0.0016318571437676508,0,0.0856141868784709,0.0269119352111677,0,0,0,0,0.5864486609745456,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021894083345462712,0.012714886911828763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003659423894737066,0,1.0199107148550867E-4,0,0.013643566647020988,0,0,0,0,0,0.10199107148347998,0,0.19378303581513942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
285,0,0,0,16.495072014431134,36.47580225705959,0.07227512724662558,3.8017017154159802,0.3699225703262606,0,0,0,0,0.14706111118370588,0,0,0,8.89439757273325E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.15739218483488943,0.0016372279976469878,0,0.0856141868784709,0.027000509184780974,0,0,0,0,0.588378811575887,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021966142301662217,0.012756734814967186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036714679827234754,0,1.0232674985297249E-4,0,0.01368847106964473,0,0,0,0,0,0.10232674985059398,0,0.1944208247120572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
286,0,0,0,16.549361452202657,36.5958532879431,0.07251300293859991,3.8017017154159802,0.3711400789005483,0,0,0,0,0.14754512643060705,0,0,0,8.923671280846159E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.1579102022535129,0.0016426165283625004,0,0.0856141868784709,0.02708937467770484,0,0,0,0,0.5903153147901163,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022038438422080267,0.012798720450120768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036835517108443953,0,1.0266353302269735E-4,0,0.013733523284060975,0,0,0,0,0,0.1026635330199656,0,0.19506071273325867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
287,0,0,0,16.60382957016191,36.71629943679065,0.07275166153953543,3.8017017154159802,0.3723615946029268,0,0,0,0,0.1480307346938876,0,0,0,8.953041336123636E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.15842992459824726,0.0016480227940931203,0,0.0856141868784709,0.027178532649402957,0,0,0,0,0.5922581915252862,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02211097248728419,0.012840844270600343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003695675209565516,0,1.0300142463086644E-4,0,0.013778723776689828,0,0,0,0,0,0.103001424627778,0,0.19570270678749174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
288,0,0,0,16.658476956390118,36.8371420040333,0.07299110562618316,3.8017017154159802,0.373587130621866,0,0,0,0,0.14851794121656664,0,0,0,8.982508055668527E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.15895135748043474,0.0016534468532092591,0,0.0856141868784709,0.027267984062496815,0,0,0,0,0.5942074627582627,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02218374528041035,0.012883106731208708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003707838609781926,0,1.0334042832563053E-4,0,0.013824073035552324,0,0,0,0,0,0.10334042832218196,0,0.19634681380624278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
289,0,0,0,16.71330420090402,36.95838229438218,0.07323133778377491,3.8017017154159802,0.37481670018924274,0,0,0,0,0.14900675125891935,0,0,0,9.012071757627341E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.15947450652988596,0.001658888764273442,0,0.0856141868784709,0.027357729882776134,0,0,0,0,0.5961631495349522,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022256757587172608,0.01292550828824553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372004204281952,0,1.036805477671474E-4,0,0.013869571550275697,0,0,0,0,0,0.1036805477633352,0,0.19699304074381152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
290,0,0,0,16.71330420090402,36.95838229438218,0.07323133778377491,3.8017017154159802,0.3760503165804831,0,0,0,0,0.14900675125891935,0,0,0,9.012071757627341E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.15999937739494066,0.001658888764273442,0,0.0856141868784709,0.027357729882776134,0,0,0,0,0.5961631495349522,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022256757587172608,0.01292550828824553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372004204281952,0,1.036805477671474E-4,0,0.013869571550275697,0,0,0,0,0,0.1036805477633352,0,0.19699304074381152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
291,0,0,0,16.71330420090402,36.95838229438218,0.07323133778377491,3.8017017154159802,0.37728799311470596,0,0,0,0,0.14900675125891935,0,0,0,9.012071757627341E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.1605259757425287,0.001658888764273442,0,0.0856141868784709,0.027357729882776134,0,0,0,0,0.5961631495349522,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022256757587172608,0.01292550828824553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372004204281952,0,1.036805477671474E-4,0,0.013869571550275697,0,0,0,0,0,0.1036805477633352,0,0.19699304074381152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
292,0,0,0,16.71330420090402,36.95838229438218,0.07323133778377491,3.8017017154159802,0.3785297431548668,0,0,0,0,0.14900675125891935,0,0,0,9.012071757627341E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.16105430725823117,0.001658888764273442,0,0.0856141868784709,0.027357729882776134,0,0,0,0,0.5961631495349522,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022256757587172608,0.01292550828824553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372004204281952,0,1.036805477671474E-4,0,0.013869571550275697,0,0,0,0,0,0.1036805477633352,0,0.19699304074381152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
293,0,0,0,16.71330420090402,36.95838229438218,0.07323133778377491,3.8017017154159802,0.3797755801079019,0,0,0,0,0.14900675125891935,0,0,0,9.012071757627341E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.16158437764634195,0.001658888764273442,0,0.0856141868784709,0.027357729882776134,0,0,0,0,0.5961631495349522,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022256757587172608,0.01292550828824553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372004204281952,0,1.036805477671474E-4,0,0.013869571550275697,0,0,0,0,0,0.1036805477633352,0,0.19699304074381152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
294,0,0,0,16.71330420090402,36.95838229438218,0.07323133778377491,3.8017017154159802,0.3810255174248733,0,0,0,0,0.14900675125891935,0,0,0,9.012071757627341E-5,0,0,0.0987238592441943,0,4.1694757038467205E-6,0.16211619262992916,0.001658888764273442,0,0.0856141868784709,0.027357729882776134,0,0,0,0,0.5961631495349522,0,0,0,0,2.229536116633092E-4,5.573840291582761E-5,1.11476805831655E-4,5.732896331530497E-5,0,0,1.337721669979859E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022256757587172608,0.01292550828824553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372004204281952,0,1.036805477671474E-4,0,0.013869571550275697,0,0,0,0,0,0.1036805477633352,0,0.19699304074381152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041512196659162E-4,0
