"concentration_mean","concentration_median","concentration_mean_filtered","concentration_median_filtered","prob_contamination","time_contaminated_mean","time_contaminated_median","max_contam_bout_mean","max_contam_bout_median","contacts_mean","contacts_median","transfers_mean","transfers_median","temp_niche_mean","temp_niche_median","niches_estab_mean","niches_estab_median","food_cont_mean","food_cont_median","zone4_cont_mean","zone4_cont_median","random_cont_mean","random_cont_median","conc_mid_mon_mean","conc_mid_mon_median","conc_mid_mon_mean_filtered","conc_mid_mon_median_filtered","prob_cont_mon","conc_mid_tue_mean","conc_mid_tue_median","conc_mid_tue_mean_filtered","conc_mid_tue_median_filtered","prob_cont_tue","conc_mid_wed_mean","conc_mid_wed_median","conc_mid_wed_mean_filtered","conc_mid_wed_median_filtered","prob_cont_wed","conc_mid_thu_mean","conc_mid_thu_median","conc_mid_thu_mean_filtered","conc_mid_thu_median_filtered","prob_cont_thu","conc_mid_fri_mean","conc_mid_fri_median","conc_mid_fri_mean_filtered","conc_mid_fri_median_filtered","prob_cont_fri"
0.000217676695727529,0,0.217676695727529,0.217676695727529,0.001,0.492,0,0.492,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.011,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
0,0,NA,NA,0,0.491,0,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,NA,NA,0,0,0,NA,NA,0,0.00344882144544841,0,1.72441072272421,1.72441072272421,0.002,0.00344882144544841,0,1.72441072272421,1.72441072272421,0.002,0.00344882144544841,0,1.72441072272421,1.72441072272421,0.002
0.00094730320263683,0,0.94730320263683,0.94730320263683,0.001,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,NA,NA,0,0,0,NA,NA,0,0.00244173123639981,0,2.44173123639981,2.44173123639981,0.001,0.0138617479033907,0,4.62058263446357,3.87923319923132,0.003,0.0138617479033907,0,4.62058263446357,3.87923319923132,0.003
0,0,NA,NA,0,0.437,0,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0.00264490919379801,0,2.64490919379801,2.64490919379801,0.001,0.00264490919379801,0,2.64490919379801,2.64490919379801,0.001,0.00264490919379801,0,2.64490919379801,2.64490919379801,0.001,0.00264490919379801,0,2.64490919379801,2.64490919379801,0.001,0.00264490919379801,0,2.64490919379801,2.64490919379801,0.001
0,0,NA,NA,0,0.597,0,0.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,NA,NA,0,0,0,NA,NA,0,0.00301122646250641,0,1.5056132312532,1.5056132312532,0.002,0.00301122646250641,0,1.5056132312532,1.5056132312532,0.002,0.00301122646250641,0,1.5056132312532,1.5056132312532,0.002
0,0,NA,NA,0,0.387,0,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0
0,0,NA,NA,0,3.212,0,2.923,0,0.902,0,0.905,0,0,0,0,0,0,0,0,0,0.008,0,0,0,NA,NA,0,0.00114325049864431,0,0.228650099728862,0.000851063829787234,0.005,0.00109872340425532,0,0.0845171849427169,0.000851063829787234,0.013,0.0011199997700619,0,0.0533333223838998,0.00170212765957447,0.021,0.00118212695951495,0,0.0472850783805979,0.0025531914893617,0.025
4.43947217495312e-05,0,0.0221973608747656,0.0221973608747656,0.002,8.646,0,7.369,0,5.973,0,10.626,0,0.001,0,0,0,0,0,0,0,0.006,0,2.41176470588235e-05,0,0.0241176470588235,0.0241176470588235,0.001,0.000191173040673977,0,0.0106207244818876,0.000588235294117647,0.018,0.000372991389158537,0,0.00956388177329582,0.00176470588235294,0.039,0.000439012951415623,0,0.0070808540550907,0.00117647058823529,0.062,0.000683164268630264,0,0.00794377056546818,0.00176470588235294,0.086
0,0,NA,NA,0,2.33,0,2.109,0,1.876,0,1.191,0,0,0,0,0,0,0,0,0,0.003,0,0,0,NA,NA,0,0.000234893617021277,0,0.0587234042553191,0.0587234042553192,0.004,0.000181276595744681,0,0.0302127659574468,0.00340425531914894,0.006,0.00017012609452906,0,0.0189028993921177,0.0051063829787234,0.009,0.000183603131111072,0,0.0204003479012302,0.00340425531914894,0.009
1.2987012987013e-07,0,0.00012987012987013,0.00012987012987013,0.001,1.632,0,1.566,0,0.366,0,0.337,0,0.002,0,0,0,0,0,0,0,0.005,0,0,0,NA,NA,0,1.53246753246753e-05,0,0.00766233766233766,0.00766233766233766,0.002,2.1038961038961e-05,0,0.00525974025974026,0.00474025974025974,0.004,5.79529825810956e-05,0,0.00724412282263695,0.00201298701298701,0.008,4.17101066167482e-05,0,0.00379182787424983,0.000909090909090909,0.011
0.0222330151351291,9.82588531226664e-06,0.0414795058491214,0.000584640176079865,0.536,88.96,38,88.378,37,36.878,12,28.934,9,0,0,4.714,0,0,0,0,0,0.005,0,0.000939205231256421,0,0.00304936763394942,0.000225686525437374,0.308,0.00177847538401114,0,0.00484598197278241,0.000314428329992532,0.367,0.00471290693768191,0,0.0109348188809325,0.000422513002249973,0.431,0.0114964909087157,0,0.0243569722642282,0.000501120150925598,0.472,0.0162894998324811,9.82588531226664e-06,0.0314469108735155,0.000569901348111465,0.518
0.00405592285753903,1.00177652459952e-05,0.00806346492552491,0.000292342175109311,0.503,79.416,38,77.477,37,34.767,17,43.716,24,0,0,3.211,0,0,0,0,0,0.015,0,0.00080559358545066,0,0.00305149085397977,0.000236814619340731,0.264,0.00134336075898728,0,0.00423773110090624,0.000296649572744447,0.317,0.00180869844323976,0,0.00460228611511389,0.000257536523847113,0.393,0.00259623717991344,0,0.00571858409672565,0.000232233099619998,0.454,0.00344969505231874,0,0.00696908091377524,0.000267721621809197,0.495
0.629757373343424,0.00546218487394958,0.916677399335407,0.0399159663865546,0.687,154.698,197.5,123.621,93.5,299.988,199,300.974,205,0,0,4.073,2,0,0,0,0,0.013,0,0.330290003886576,0.00127469790758706,0.57441739806361,0.0267505052396324,0.575,0.368133903611156,0.00210084033613445,0.598591713188871,0.0273109243697479,0.615,0.495088195621299,0.00336134453781513,0.762847759046686,0.0323529411764706,0.649,0.697263887949211,0.00336134453781513,1.03605332533315,0.0310924369747899,0.673,0.494540735039349,0.0046218487394958,0.732652940799035,0.0340336134453781,0.675
0.820728,0.00457142857142857,1.23417744360902,0.0414285714285714,0.665,153.015,199,136.815,122,29.138,25,19.166,15,0,0,1.504,1,0,0,0,0,0.007,0,0.393389399482283,0.00101119493060464,0.691369770619127,0.0307779580064651,0.569,0.404547714285714,0.00171428571428571,0.67991212484994,0.0325714285714286,0.595,0.543469552098094,0.00257142857142857,0.882255766393009,0.0311428571428571,0.616,0.540007414629533,0.00371428571428571,0.834632789226481,0.0328571428571429,0.647,0.808687428571429,0.004,1.22343030041063,0.0434285714285714,0.661
0.571845593832587,0.00252100840336134,0.926816197459622,0.0420168067226891,0.617,123.926,108,115.327,93,13.58,8,13.689,9,0,0,9.42,5.5,0,0,0,0,0.009,0,0.225086451413799,0,0.503549108308276,0.0337575537793046,0.447,0.30634243697479,0.000420168067226891,0.597158746539551,0.0315126050420168,0.513,0.304369327731092,0.000840336134453782,0.555418481261118,0.0327731092436975,0.548,0.384387039247099,0.00168067226890756,0.663880896799826,0.0348739495798319,0.579,0.427770588235294,0.00252100840336134,0.701263259402122,0.0394957983193277,0.61
1.067895,0.00571428571428571,1.77097014925373,0.075,0.603,125.242,110,117.298,103.5,13.775,9,13.578,8,0,0,0.988,1,0,0,0,0,0.007,0,0.422378815370993,0,0.902518836262806,0.0481755329420714,0.468,0.455575714285714,0.000714285714285714,0.884613037447989,0.0492857142857143,0.515,0.647165890599955,0.00214285714285714,1.1618777210053,0.055,0.557,0.62955,0.00357142857142857,1.08730569948187,0.0592857142857143,0.579,0.943762857142857,0.005,1.57556403529692,0.0778571428571429,0.599
0.122242177292693,0.000571428571428571,0.210762374642574,0.0119285714285714,0.58,119.649,104,109.492,82,23.97,13,19.47,11.5,0,0,1.192,1,0,0,0,0,0.005,0,0.062094471497277,0,0.139538138196128,0.0127789179987754,0.445,0.0686204285714286,0,0.140904370783221,0.0104285714285714,0.487,0.0969736103151299,0.000142857142857143,0.186487712144481,0.0122857142857143,0.52,0.0872031428571429,0.000428571428571429,0.154890129408779,0.0122857142857143,0.563,0.103084428571429,0.000571428571428571,0.177425866732235,0.012,0.581
0.1075870339329,0.000586510263929619,0.177536359625247,0.00879765395894428,0.606,121.562,107.5,113.393,96,13.729,9,13.676,9,0,0,1.02,1,0,0,0,0,0.016,0,0.0503442001873507,0,0.111876000416335,0.00725987290327275,0.45,0.0687069403714565,0,0.139648252787513,0.00747800586510264,0.492,0.0815417399804497,0.000195503421309873,0.151564572454367,0.00835777126099707,0.538,0.102706353861193,0.000391006842619746,0.179243200455833,0.00869990224828934,0.573,0.116054545454545,0.000488758553274682,0.194071146245059,0.0092375366568915,0.598
0.000144618446015884,0,0.000502147381999596,2.6128762541806e-05,0.288,37.278,0,36.251,0,11.803,0,13.267,0,0,0,6.39,0,0,0,0,0,0.011,0,1.6931398697069e-05,0,0.000153921806336991,1.83533830937347e-05,0.11,2.67144577681471e-05,0,0.000185517067834355,1.56772575250836e-05,0.144,3.97161304510155e-05,0,0.000211256013037316,1.56772575250836e-05,0.188,5.94818422510842e-05,0,0.000263193992261434,1.82901337792642e-05,0.226,0.000114811274037942,0,0.000430004771677684,2.35158862876254e-05,0.267
8.85756813952644e-06,0,0.000138399502180101,1.74180456138108e-06,0.064,7.853,0,7.533,0,2.777,0,3.194,0,0,0,0.447,0,0,0,0,0,0.014,0,6.29094112887449e-06,0,0.000314547056443725,0.000114706780117937,0.02,6.98938697821694e-06,0,0.000241013344076446,4.44188963210702e-05,0.029,7.53030791910456e-06,0,0.000209175219975127,1.65482162764771e-05,0.036,6.63147530510334e-06,0,0.000161743300124472,9.58054626532887e-06,0.041,5.87981311680476e-06,0,0.000115290453270682,2.6128762541806e-06,0.051
0.00133506027284759,0,0.0890040181898396,0.00428571428571429,0.015,2.924,0,2.81,0,0.556,0,0.297,0,0,0,0.116,0,0,0,0,0,0.012,0,0.00498281190690199,0,0.553645767433555,0.0952503287542927,0.009,0.00247857141087735,0,0.247857141087735,0.0207142857142857,0.01,0.00144302135015178,0,0.111001642319368,0.00285714285714286,0.013,0.00145649105962302,0,0.104035075687359,0.00642857142857143,0.014,0.00170529942921547,0,0.0897526015376561,0.00142857142857143,0.019
0,0,NA,NA,0,3.786,0,1.114,0,5.465,1,5.889,1,0,0,0,0,0,0,0,0,0.006,0,0.00685588235294118,0,0.236409736308316,0.0205882352941176,0.029,0.00924410926341432,0,0.184882185268286,0.0191176470588235,0.05,0.0151117647058824,0,0.302235294117647,0.0308823529411765,0.05,0.0225396895796997,0,0.402494456780352,0.0411764705882353,0.056,0.0209088235294118,0,0.337239089184061,0.0323529411764706,0.062
0,0,NA,NA,0,24.685,23,3.372,4,40.11,27,84.595,62,0,0,0,0,0,0,0,0,0.005,0,0.00491899732239993,0,0.0177581130772561,0.00195118599229153,0.277,0.00690957604106833,0,0.0235821707886291,0.00263519870827304,0.293,0.0156143297653722,0,0.0494124359663677,0.00294117647058824,0.316,0.0163711760014576,0,0.049015497010352,0.00294117647058824,0.334,0.0187639814111439,0,0.05241335589705,0.00318928914900822,0.358
0.00441363142046563,5.56659597089784e-06,0.00855354926446828,0.000258846712646749,0.516,81.942,36,80.8,34,47.302,13,49.486,13,0,0,9.824,2,0,0,0,0,0.008,0,0.000219160358460816,0,0.000811705031336357,0.000100789346605316,0.27,0.000480825845614038,0,0.0013977495512036,0.000133598303301548,0.344,0.000903945838734884,0,0.00222099714676876,0.000144731495243344,0.407,0.0015243293077196,0,0.00334282742920965,0.000194830858981424,0.456,0.00391271570419504,0,0.00788853972619968,0.000239363626748607,0.496
0.675992319772421,0.000300012970453553,1.13421530163158,0.00829759309275953,0.596,129.402,105.5,129.14,105,21.164,10,20.657,8,0,0,0.624,1,0,0,0,0,0.007,0,0.0778559283419947,0,0.163219975559737,0.0047793559224165,0.477,0.0980466376426259,1.91092704001694e-05,0.196093275285252,0.00517973255350522,0.5,0.137559801281364,3.85263907653827e-05,0.259058006179594,0.00575218515758691,0.531,0.208372830270973,0.000115641977059582,0.364926147584892,0.00589909355699808,0.571,0.300506450491314,0.000229476886411791,0.509332966934431,0.00661967732357755,0.59
0.00578598807022343,0,0.0642887563358158,0.003,0.09,9.935,0,9.765,0,4.957,0,5.367,0,0,0,0.283,0,0,0,0,0,0.015,0,0.00454921831025271,0,0.189550762927196,0.0529065904884565,0.024,0.00568899984459094,0,0.149710522226077,0.0025,0.038,0.0051159999041418,0,0.113688886758707,0.003,0.045,0.00485999860439212,0,0.0852631334103881,0.003,0.057,0.00590299765695691,0,0.0686395076390338,0.002,0.086
